agegroup,popage2020,propage
1,2324.694,0.038448953
2,2670.301,0.044165072
3,2857.357,0.047258859
4,2876.091,0.047568707
5,2942.506,0.048667169
6,3160.93,0.052279762
7,3365.512,0.055663418
8,3632.922,0.060086208
9,4188.984,0.069283119
10,4833.02,0.079935062
11,4908.246,0.081179252
12,4658.946,0.07705599
13,3953.567,0.065389472
14,3531.295,0.058405363
15,3391.798,0.056098172
16,2637.11,0.043616114
